Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;24/2/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;;
Saudi Arabia;SAU;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.011;0.0267;0.0521;0.101;0.494;221.069;468.105;638.471;800.158;102.345;12.705;194.596;30;36;38;41;47.5;54;60.5;647.137;696.162;748.793;941.756;93.31;957.247;978.623;100;100;100;100;;;
Sudan;SDN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0.00123;0.00481;0.00879;0.025785;0.140185;0.439478;0.538472;0.791562;129.204;;8.66;;;;;;;;;14.1;18.6;24.6;25.9;264.383;;;;;;;
Senegal;SEN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.000693;0.0112;0.0273;0.0799;0.311;0.403967;0.983794;100.645;210.144;438.602;478.668;561.174;6.89;7.12;7.5;8;9.8;10.8;13.1;17.7;21.7;256.648;296.431;35.3;43.4;533.088;572.554;592.246;606.122;;;;
Singapore;SGP;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.162;0.471;0.763;1.19;2.87;8.35;13.5;19.6;24.2;36;416.704;47;538.379;62;61;59;69.9;69;69;71;71;72;809.021;790.292;79.013;844.523;844.523;881.656;889.493;920.043;969.247;959.539;942.852;943.776;;;
Solomon Islands;SLB;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.0249;0.269;0.392;0.508;0.495;0.481297;0.468552;0.50192;0.55561;0.649673;0.844308;164.635;2;3;4;5;6;69.974;8;9;100.005;110.009;15.1;20.9;263.406;331.974;418.392;42.094;424.597;;;;
Sierra Leone;SLE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;0;0.00251;0.00499;0.0148;0.0485;0.118254;0.160264;0.176199;0.190173;0.203008;0.215392;0.227669;0.239835;0.25;0.26;0.58;0.9;2.5;4;60.573;634.442;117.732;132.369;144.223;157.137;171.208;186.539;192.287;20.635;;;;
El Salvador;SLV;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.0864;0.257;0.425;0.845;11.774;1.5;1.9;2.5;3.2;4.2;5.5;6.11;10.08;12.11;15.9;18.9;203.214;231.093;247.617;268.026;289.971;338.207;43.8;504.912;546.014;617.527;655.298;676.558;;;;
San Marino;SMR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;1.36;1.43;1.42;1.41;42.8;487.995;503.417;508.348;500.035;505.663;502.596;502.087;503.648;54.52;54.21;;49.6;;;;;;601.823;;678.507;77.95;81.67;850.607;870.278;;;;
Somalia; Fed. Rep.;SOM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;0.00151;0.00295;0.00716;0.0139;0.02;0.0790392;0.115614;0.376198;105.345;107.733;110.022;112.224;114.269;116.061;;1.25;13.767;1.5;1.63;1.76;1.88;200.405;;;150.237;;27.6;;;;
Serbia;SRB;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.5;26.3;27.2;33.15;35.6;38.1;40.9;42.2;48.1;534.504;620.751;65.317;670.568;703.308;733.607;774.168;78.368;811.659;835.383;853.575;876.907;;;
Sub-Saharan Africa (excluding high income);SSA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;2.8;3.7;4.2;4.9;6.7;8.3;9.9;11.8;13.9;16.3;18.5;20.4;22.8;25.3;28;30.3;32.7;33.5;34.7;36.5;;
South Sudan;SSD;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;2.6;3;3.5;4.1;4.8;6.7;927.123;;;;;;;
Sub-Saharan Africa;SSF;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2.6;3.1;3.6;4.3;6;7.5;9.2;11.2;13.4;16.2;18.3;20;22;24.4;26.7;29;31.1;32.3;33.6;35.7;;
Small states;SST;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;21.1;23.3;25.6;28.7;32;35.5;38.5;41.2;44.7;47.7;50.9;55.6;58;62.1;65.6;69.1;70.5;71.7;72.5;0;;
Sao Tome and Principe;STP;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0.296;0.363;463.852;631.092;758.067;101.618;133.229;137.595;14.182;145.905;15.48;16.41;18.75;201.612;215.724;23;24.41;25.82;28;32.6;38;44.3;515.547;615.241;615.535;614.607;;;;
Suriname;SUR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.115;0.226;1;1.67;1.89;250.641;306.445;416.157;471.988;607.605;640.309;949.963;14.11;21.06;31.36;31.59;32;346.812;37.4;40.08;427.638;45.4;489.452;55.1;62;698.369;76.572;776.494;783.958;;;;
Slovak Republic;SVK;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.128;0.319;0.523;0.783;1.17;2.69;5.44;94.268;125.283;40.14;43.04;52.89;55.19;56.08;61.8;66.05;70;75.71;74.44;76.71;778.826;799.843;776.347;804.759;816.257;804.489;828.537;899.209;889.256;890.677;872.131;898.251;;;
Slovenia;SVN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.41;1.07;2.9;5.07;7.59;10.1;12.6;151.103;301.759;278.389;318.548;40.81;46.81;54.01;56.74;58;64;70;67.34;68.35;726.756;715.863;730.987;754.985;788.854;79.75;831.084;866.013;89.004;889.125;903.779;907.636;;;
Sweden;SWE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.584;1.16;1.5;1.72;3.41;5.1;9.04;23.7;33.5;41.4;456.877;517.657;70.57;79.13;83.89;84.83;87.76;82.01;90;91;90;92.77;93.18;947.836;925.236;906.102;896.509;930.063;89.247;944.934;945.394;946.703;950.097;957.033;955.293;;;
Eswatini;SWZ;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00103;0.0504;0.0885;0.0961;0.471;0.926192;128.159;18.162;243.707;322.869;369.696;369.654;4.1;6.85;8.94;11.04;18.13;207.818;24.7;25;25.643;28.57;35.3;39.4;43.9;49.013;539.953;57.465;57.62;;;;
Sint Maarten (Dutch part);SXM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.651;1.28;2.53;6.23;739.563;110.151;143.042;145.925;242.721;254.133;34.952;38.38;40.44;;41;43.164;47.076;50.4;512.547;542.596;565.147;62.6;69.2;76.6;848.223;873.383;870.353;874.009;;;;
Syrian Arab Republic;SYR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0326;0.0637;0.124;0.181699;0.353759;20.931;339.797;432.159;564.811;783.255;11.5;14;17.3;20.7;22.5;243.001;26.2;28.09;299.798;318.696;32.7;33.77;34.65;;;;;;;;
Turks and Caicos Islands;TCA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.000658;0.00427;0.0123;0.0357071;0.0459341;0.16607;0.320309;0.36092;0.399258;0.581046;0.847225;1.19;1.5;1.7;1.9;2.1;2.5;2.9;3.5;5.8;6.4;7;7.6;834.311;131.283;124.865;131.832;;;;
East Asia & Pacific (IDA & IBRD countries);TEA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4;10.3;14.5;19.5;24;29.3;32.7;36.1;38.7;41.1;44.1;50.2;54.6;59.8;64.3;72.7;78.3;82.3;85;86.8;88.9;;
Europe & Central Asia (IDA & IBRD countries);TEC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;17.7;23;28.2;34.7;40;45.4;50.7;53.5;57.7;59.4;63.3;67;71.8;75.2;78.6;82.6;85.2;87.3;88.9;90.8;;
Togo;TGO;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.0109;0.211;0.306;0.59;0.8;0.9;1;1.2;1.5;1.8;2;2.2;2.4;2.6;3;3.5;4;4.5;5.7;7.12;11.31;123.602;15.5;207.273;290.237;303.384;355.105;370.223;;;;
Thailand;THA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5.22E-05;0.000344;0.0136;0.0386;0.0748;0.115;0.361;1.09;2.43;368.904;555.633;753.125;929.903;106.773;15.026;171.607;20.03;18.2;20.1;22.4;236.699;26.46;28.94;348.861;393.161;47.505;528.919;568.175;666.524;778.437;852.696;879.772;895.353;908.672;;;
Tajikistan;TJK;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0.0328;0.0485996;0.0512591;0.0554628;0.0645838;0.0774799;0.29869;377.241;719.762;8.78;10.07;11.55;13.03;14.51;16;17.49;18.98;20.47;21.96;;;275.441;498.409;531.078;56.791;;;;
Turkmenistan;TKM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0.045;0.133282;0.17521;0.302132;0.425183;0.754054;0.997257;131.957;140.636;1.75;1.95;3;5;71.958;9.6;12.2;149.968;179.903;21.251;;;;;;;;;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;20.9;23.9;26.7;31.3;35;39.7;43.4;46.4;49;54.7;57.7;60.2;63.5;67.7;73.8;75.9;77.3;80.2;81.8;83.9;;
Timor-Leste;TLS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;0.0990318;0.5;1;1.5;2;3;4;7;11;17.5;18.6;21.2;24.2;27.6;280.046;320.127;35.042;345.102;340.207;;;;
Middle East; North Africa; Afghanistan & Pakistan (IDA & IBRD);TMN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.4;8.3;9.6;11.6;13.4;15.3;16.7;18.6;21.1;24.5;27.4;30.6;34.6;37.4;41.3;46.2;50;53.8;55.7;57.8;60.2
Tonga;TON;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.123;0.164;0.511;0.765;1.02;24.344;282.537;29.073;298.582;395.237;490.778;585.394;717.987;811.077;10;16;25;30;32.754;359.544;386.513;39.95;46.2;;;;575.486;577.181;585.334;;;;
South Asia (IDA & IBRD);TSA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1;2.6;3.7;4.1;4.9;7.1;9.4;10.4;11.7;13;14.7;16.7;18.8;20.9;29.7;42.5;48;54.2;58.3;62.8;67.8;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2.5;3.4;3.8;4.5;6.1;7.6;9.2;11.1;13.3;16.1;18.2;19.9;22.1;24.4;26.8;28.9;31.1;32.1;33.3;35.2;;
Trinidad and Tobago;TTO;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.158;0.393;1.17;2.72;5.81;772.141;153.846;219.987;259.718;270.243;289.767;300.037;32.3;34.8;44.3;48.5;55.2;57.5;59.9;62.4;65.1;67.8;70.6;72.8;75;772.813;843.658;844.957;846.994;;;;
Tunisia;TUN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.00738;0.0112;0.0276;0.0437;0.108;1.6;275.074;429.797;525.289;649.085;852.882;965.509;129.864;17.1;27.53;34.07;36.8;39.1;414.416;43.8;46.16;46.5;49.6;555.002;641.908;66.7;685.564;683.155;705.532;723.542;;;;
Turkiye;TUR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.00846;0.0499;0.0817;0.193;0.474;0.699;2.29;376.169;518.948;11.38;12.33;14.58;15.46;18.24;28.63;34.37;36.4;39.82;430.657;45.13;46.25;510.374;53.745;583.477;646.846;710.428;739.767;776.696;814.084;834.372;859.607;873.079;;;
Tuvalu;TUV;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;524.164;5.7;6.3;6.9;7.6;8.3;9.1;10;11.2;12.8;14.6;16.5;18.7;21.2;24.1;27.3;31;35.2;422.865;507.996;610.265;733.124;735.846;743.146;;;;
Tanzania;TZA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00162;0.0079;0.00924;0.0751;0.117194;0.1713;0.222484;0.676963;0.877575;1.1;1.3;1.6;1.9;2.4;2.9;3.2;3.95;4.4;7;10;135.042;144.634;154.907;165.909;177.693;190.314;22.101;290.638;;;;
Uganda;UGA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00286;0.00463;0.0103;0.0653;0.106;0.163714;0.237945;0.384094;0.46485;0.719971;174.221;252.936;367.197;3.88;4.1;4.3;4.6;4.8;5.1;5.4;5.8;5.9;;;;7.4;10;111.246;152.524;894.983;;;
Ukraine;UKR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.000777;0.0136;0.0431;0.0986;0.199;0.301;0.405;0.716184;123.876;187.389;314.813;348.948;374.976;450.612;6.55;11;17.9;23.3;287.083;35.27;409.541;46.236;488.846;53.001;588.895;625.532;701.248;750.379;792.183;826.753;823.755;;;;
Upper middle income;UMC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2;12.5;16.6;21.2;25.8;30.6;34.5;38.3;41.4;44.3;47.9;53.3;57.7;62.2;67.5;74.9;79.4;82.7;85.3;86.9;88.8;;
Uruguay;URY;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.0625;0.31;1.85;3.36;6.99;9.97;105.391;111.214;114.195;159.371;170.631;200.882;29.4;34;39.3;41.8;46.4;514.047;544.538;57.69;614.625;645.708;66.4;703.224;807.268;833.515;85.471;876.444;89.873;89.896;919.911;;;
United States;USA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.785;1.16;1.72;2.27;4.86;9.24;16.4;21.6;30.1;35.8;430.792;490.808;587.854;616.971;647.583;679.681;689.312;75;74;71;71.69;697.295;74.7;71.4;73;745.542;855.444;872.749;884.989;894.303;903.447;912.684;922.016;931.444;;;;
Uzbekistan;UZB;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00153;0.00429;0.0105;0.0208;0.0307;0.484347;0.597568;108.194;19.126;259.373;334.351;638.832;74.906;908.011;11.9;15.9;18.6;23.6;26.8;35.5;42.8;467.913;48.7;55.2;70.4;71.1;765.904;83.9;890.136;;;;
St. Vincent and the Grenadines;VCT;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.129;0.483;0.926;1.85;2.78;324.504;509.481;554.959;646.227;737.117;919.828;12;16;21;31;33.7;36.7;40;43.5;47.4;49.4;51.5;53.7;56;595.763;63.381;674.287;717.226;759.927;;;;
Venezuela; RB;VEN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.0121;0.0416;0.0555;0.122;0.248;0.391;1.38;2.84;33.596;4.636;491.045;749.996;840.447;12.553;152.247;20.83;25.88;32.7;37.37;40.22;490.501;54.9;57;58;60;61.6;;;;;;;;;
British Virgin Islands;VGB;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;188.857;;;;;;;36;37;37.4;37.6;;;;777.014;777.043;;;;;;;;;;
Virgin Islands (U.S.);VIR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.941;2.8;4.65;6.95;9.25;11.1;138.151;183.758;274.944;274.291;27.377;273.443;273.326;273.393;273.618;273.965;31.22;35.6;405.479;45.3;50.07;548.391;596.083;643.775;;;;;;;;;;
Viet Nam;VNM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.000135;0.00398;0.0131;0.129;0.254248;126.565;1.855;378.028;764.241;127.399;172.546;207.554;23.92;26.55;30.65;35.07;36.8;38.5;41;45;53;58.14;698.479;686.616;70.3;74.21;78.59;78.08;84.15;;;
Vanuatu;VUT;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.0568;0.14;0.274;0.538;210.834;283.057;351.004;39.033;47.466;508.233;585.059;6.8;726.912;7.5;8;9.2;10.598;11.3;18.8;223.514;24;30.8;33.989;375.081;413.916;456.772;456.747;457.313;;;;
World;WLD;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;17.2;20.2;22.8;25.3;28.4;30.9;33.3;35.3;37.4;39.9;43.6;46.3;49.4;53.9;60.1;63.8;67;69.2;71.2;73.6;;
Samoa;WSM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.175;0.23;0.285;0.566393;16.899;224.483;279.963;307.553;335.259;446.917;474.998;503.162;6;7;11;129.225;15.3;21.2;25.407;31.7;39.4;431.336;472.211;516.959;565.947;573.288;581.386;;;;
Kosovo;XKX;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;838.936;89.443;;;;;;;;;
Yemen; Rep.;YEM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.000621;0.015;0.0233;0.0566;0.0825004;0.0908025;0.518796;0.604734;0.881223;10.486;124.782;5.01;6.89;9.96;12.35;14.905;174.465;20;22.55;240.854;245.792;267.184;;;138.152;;;;;;
South Africa;ZAF;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.0133;0.0389;0.114;0.247;0.677;0.842;1.63;2.91;4.12;534.856;634.662;671.032;700.769;842.512;748.854;760.714;806.538;8.43;10;24;33.97;41;46.5;49;519.191;54;561.674;62.4;696.969;721.128;749.686;754.556;756.592;;;;
Zambia;ZMB;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.00678;0.00878;0.00907;0.00933;0.0302;0.147;0.191072;0.23313;0.477751;0.980483;1.1;1.3;1.6;1.9;2.2;2.5;3;3.5;4.1;4.8;6.5;8.8;10.3;12.2;14.3;18.7;24.5;32.5;15;33;;;;
Zimbabwe;ZWE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.00174;0.00768;0.0168;0.0331;0.0816;0.162;0.401434;0.799846;1.1;1.8;2.1;2.4;2.4;3;3.5;4;6.4;8.4;12;15.5;163.647;227.428;23.12;24.4;25;265.883;292.986;370.967;378.861;384.266;;;;
